time,cell,A,B,C
146,1,0.372206,0.063625,0.230832
146,2,0.186103,0.127171,0.0200576
147,0,0.556095,0.22898,0.214934
147,1,0.370723,0.0634285,0.232511
147,2,0.185362,0.127675,0.0202947
148,0,0.553881,0.229109,0.217021
148,1,0.369246,0.0632313,0.234185
148,2,0.184623,0.128175,0.0205328
149,0,0.551674,0.229228,0.219108
149,1,0.367775,0.0630335,0.235854
149,2,0.183887,0.128672,0.0207718
150,0,0.549477,0.229338,0.221196
150,1,0.366309,0.0628351,0.237518
150,2,0.183154,0.129165,0.0210117
151,0,0.547287,0.229438,0.223285
151,1,0.36485,0.0626361,0.239176
151,2,0.182425,0.129654,0.0212525
152,0,0.545105,0.229529,0.225375
152,1,0.363396,0.0624366,0.240829
152,2,0.181698,0.130139,0.0214942
153,0,0.542934,0.22961,0.227466
153,1,0.361949,0.0622366,0.242477
153,2,0.180974,0.13062,0.0217368
154,0,0.540771,0.229681,0.229557
154,1,0.360507,0.0620361,0.24412
154,2,0.180253,0.131098,0.0219803
155,0,0.538616,0.229744,0.231649
155,1,0.35907,0.0618352,0.245757
155,2,0.179535,0.131571,0.0222247
156,0,0.53647,0.229797,0.233741
156,1,0.357639,0.0616339,0.247389
156,2,0.178819,0.132041,0.02247
157,0,0.534332,0.229842,0.235834
157,1,0.356214,0.0614322,0.249015
157,2,0.178107,0.132508,0.0227161
158,0,0.532204,0.229878,0.237927
158,1,0.354795,0.0612302,0.250636
158,2,0.177398,0.13297,0.0229631
159,0,0.530083,0.229905,0.240021
159,1,0.353382,0.0610279,0.252252
159,2,0.176691,0.133429,0.0232109
160,0,0.527971,0.229923,0.242114
160,1,0.351974,0.0608254,0.253863
160,2,0.175987,0.133884,0.0234596
161,0,0.525869,0.229933,0.244208
161,1,0.350571,0.0606226,0.255468
161,2,0.175286,0.134336,0.0237091
162,0,0.523775,0.229934,0.246301
162,1,0.349174,0.0604196,0.257067
162,2,0.174587,0.134784,0.0239594
163,0,0.521688,0.229927,0.248395
163,1,0.347783,0.0602164,0.258662
163,2,0.173891,0.135228,0.0242106
164,0,0.519609,0.229912,0.250488
164,1,0.346397,0.060013,0.260251
164,2,0.173199,0.135669,0.0244626
165,0,0.51754,0.229889,0.252582
165,1,0.345017,0.0598096,0.261834
165,2,0.172509,0.136107,0.0247154
166,0,0.515478,0.229858,0.254675
166,1,0.343642,0.059606,0.263412
166,2,0.171821,0.13654,0.024969
167,0,0.513424,0.229819,0.256767
167,1,0.342272,0.0594023,0.264985
167,2,0.171136,0.13697,0.0252234
168,0,0.511379,0.229773,0.258859
168,1,0.340909,0.0591985,0.266553
168,2,0.170454,0.137397,0.0254786
169,0,0.509342,0.229718,0.260951
169,1,0.33955,0.0589948,0.268115
169,2,0.169775,0.13782,0.0257346
170,0,0.507313,0.229657,0.263042
170,1,0.338196,0.058791,0.269671
170,2,0.169098,0.13824,0.0259913
171,0,0.505291,0.229587,0.265133
171,1,0.336849,0.0585872,0.271222
171,2,0.168424,0.138656,0.0262489
172,0,0.503279,0.229511,0.267222
172,1,0.335506,0.0583834,0.272768
172,2,0.167753,0.139069,0.0265072
173,0,0.501274,0.229427,0.269312
173,1,0.334169,0.0581797,0.274308
173,2,0.167085,0.139478,0.0267662
174,0,0.499277,0.229336,0.2714
174,1,0.332838,0.057976,0.275844
174,2,0.166419,0.139884,0.027026
175,0,0.497288,0.229237,0.273487
175,1,0.331511,0.0577724,0.277373
175,2,0.165756,0.140286,0.0272866
176,0,0.495306,0.229132,0.275573
176,1,0.33019,0.057569,0.278897
176,2,0.165095,0.140685,0.0275479
177,0,0.493332,0.22902,0.277659
177,1,0.328875,0.0573656,0.280416
177,2,0.164438,0.141081,0.02781
178,0,0.491367,0.228902,0.279743
178,1,0.327565,0.0571624,0.28193
178,2,0.163782,0.141473,0.0280727
179,0,0.48941,0.228776,0.281826
179,1,0.32626,0.0569594,0.283438
179,2,0.16313,0.141862,0.0283362
180,0,0.487461,0.228644,0.283908
180,1,0.32496,0.0567565,0.28494
180,2,0.16248,0.142248,0.0286004
181,0,0.485519,0.228506,0.285989
181,1,0.323665,0.0565538,0.286438
181,2,0.161833,0.14263,0.0288653
182,0,0.483585,0.228361,0.288068
182,1,0.322376,0.0563513,0.28793
182,2,0.161188,0.14301,0.029131
183,0,0.481659,0.228209,0.290146
183,1,0.321091,0.056149,0.289416
183,2,0.160546,0.143385,0.0293973
184,0,0.479738,0.228052,0.292222
184,1,0.319812,0.055947,0.290898
184,2,0.159906,0.143758,0.0296643
185,0,0.477827,0.227888,0.294297
185,1,0.318538,0.0557452,0.292374
185,2,0.159269,0.144127,0.029932
186,0,0.475924,0.227718,0.296371
186,1,0.31727,0.0555437,0.293844
186,2,0.158635,0.144494,0.0302004
187,0,0.474028,0.227542,0.298443
187,1,0.316005,0.0553424,0.29531
187,2,0.158003,0.144857,0.0304694
188,0,0.472139,0.227361,0.300513
188,1,0.314747,0.0551414,0.29677
188,2,0.157373,0.145216,0.0307391
189,0,0.470259,0.227173,0.302581
189,1,0.313492,0.0549408,0.298224
189,2,0.156746,0.145573,0.0310095
190,0,0.468386,0.22698,0.304648
190,1,0.312244,0.0547404,0.299674
190,2,0.156122,0.145926,0.0312806
191,0,0.46652,0.226781,0.306713
191,1,0.311,0.0545404,0.301118
191,2,0.1555,0.146277,0.0315523
192,0,0.464661,0.226577,0.308776
192,1,0.309761,0.0543407,0.302556
192,2,0.15488,0.146624,0.0318246
193,0,0.462809,0.226367,0.310837
193,1,0.308527,0.0541413,0.30399
193,2,0.154263,0.146968,0.0320976
194,0,0.460964,0.226152,0.312896
194,1,0.307297,0.0539423,0.305418
194,2,0.153649,0.147309,0.0323712
195,0,0.459127,0.225931,0.314954
195,1,0.306073,0.0537436,0.306841
195,2,0.153036,0.147647,0.0326454
196,0,0.457298,0.225705,0.317009
196,1,0.304853,0.0535453,0.308259
196,2,0.152427,0.147982,0.0329203
197,0,0.455477,0.225474,0.319062
197,1,0.303639,0.0533474,0.309671
197,2,0.15182,0.148314,0.0331957
198,0,0.453661,0.225238,0.321113
